Learning Rate,Batch Size,Epochs,Loss Function,Optimizer,Activation,Mean Dice,Validation Loss
0.1,2,25,Tversky,ADAM,LEAKYRELU,0.8217298816443552,0.7817615
0.1,4,25,Tversky,ADAM,LEAKYRELU,0.7940029800668243,0.7864442
0.2,2,25,Tversky,ADAM,LEAKYRELU,0.8478854815805026,0.773578
0.2,4,25,Tversky,ADAM,LEAKYRELU,0.8106488358733582,0.7837113
